id_fornecedor,cnpj,nome_fornecedor,cidade,uf,porte
23041,12319823613940,Max Limpeza 23041,Sobral,RS,MEI
23042,49465431387042,Max Limpeza 23042,Brasília,RN,EPP
23043,98665545581164,Norte Transportes 23043,Manaus,BA,EPP
23044,51121258368550,Rápida Logística 23044,Recife,MA,MÉDIA
23045,54459409801871,Prime Alimentação 23045,Brasília,RN,EPP
23046,39697759655193,Nova Segurança 23046,Rio de Janeiro,PA,MÉDIA
23047,47593803861852,Nova Segurança 23047,Juazeiro,CE,ME
23048,22451283263838,Top Energia 23048,Porto Alegre,DF,GRANDE
23049,62400137914945,Prime Alimentação 23049,Manaus,CE,MEI
23050,35053421689138,Prime Alimentação 23050,São Paulo,BA,EPP
23051,49220537295636,Sul Engenharia 23051,Juazeiro,GO,MÉDIA
23052,14895464611552,Brasil Obras 23052,Juazeiro,RN,EPP
23053,25476118779227,Prime Alimentação 23053,Salvador,SP,MÉDIA
23054,69399766200812,Max Limpeza 23054,Curitiba,RN,EPP
23055,21113118570925,Delta Saúde 23055,Porto Alegre,SC,ME
23056,39726021583767,Omega Consultoria 23056,Sobral,AM,EPP
23057,80588926464619,Norte Transportes 23057,Sobral,PA,GRANDE
23058,85084773725259,GAMMA CONSTRUÇÕES 23058,Porto Alegre,RS,MÉDIA
23059,93055144730298,Central Sistemas 23059,Porto Alegre,SP,MÉDIA
23060,56410034604262,Brasil Obras 23060,Belo Horizonte,AM,EPP
23061,55741401497839,Delta Saúde 23061,Salvador,SP,EPP
23062,81519144395690,Omega Consultoria 23062,Juazeiro,RJ,ME
23063,77481071999067,Max Limpeza 23063,Salvador,RN,GRANDE
23064,63894726401270,Sul Engenharia 23064,Rio de Janeiro,MA,MÉDIA
23065,62241887459816,Sul Engenharia 23065,Curitiba,PA,ME
23066,10762587307772,Sul Engenharia 23066,Belém,RN,GRANDE
23067,92685583940556,Sul Engenharia 23067,Fortaleza,MG,MEI
23068,87366208103788,BETA TECNOLOGIA 23068,Manaus,RN,MEI
23069,96741010461814,Central Sistemas 23069,Sobral,RS,EPP
23070,74219637112266,Alpha Serviços 23070,Juazeiro,SP,EPP
23071,38924446586791,Central Sistemas 23071,Juazeiro,RJ,ME
23072,23645783130661,Beta Tecnologia 23072,Fortaleza,DF,EPP
23073,72673114368724,Norte Transportes 23073,Sobral,PA,EPP
23074,73323024720094,Prime Alimentação 23074,Brasília,PE,EPP
23075,87788522754811,Central Sistemas 23075,Belo Horizonte,RJ,ME
23076,33357602689551,Nova Segurança 23076,Belo Horizonte,MG,MÉDIA
23077,14678705608377,Sul Engenharia 23077,Recife,PA,EPP
23078,75353754930523,Omega Consultoria 23078,Juazeiro,PA,MEI
23079,95882724572937,Central Sistemas 23079,Sobral,MG,EPP
23080,87412283192912,Brasil Obras 23080,Rio de Janeiro,CE,MEI
23081,75740156754718,Brasil Obras 23081,Porto Alegre,SP,EPP
23082,89239283856480,Omega Consultoria 23082,Juazeiro,PR,ME
23083,45248114938521,Brasil Obras 23083,Manaus,MG,EPP
23084,80443943856956,Max Limpeza 23084,Fortaleza,PR,ME
23085,41116091529114,Top Energia 23085,Sobral,SC,ME
23086,12865571403911,Alpha Serviços 23086,Rio de Janeiro,SP,ME
23087,67193215675486,Prime Alimentação 23087,Juazeiro,MA,MÉDIA
23088,83341183376358,Digital Soluções 23088,Belo Horizonte,AM,ME
23089,82635908419719,Alpha Serviços 23089,Rio de Janeiro,CE,EPP
23090,83370209355429,Delta Saúde 23090,Salvador,PR,MÉDIA
23091,71653470580712,Beta Tecnologia 23091,Curitiba,RJ,EPP
23092,92303442567734,Omega Consultoria 23092,Juazeiro,PA,MEI
23093,17691482716677,Rápida Logística 23093,Sobral,SC,MÉDIA
23094,77384232671087,Nova Segurança 23094,Fortaleza,RJ,EPP
23095,64769674317529,Top Energia 23095,Rio de Janeiro,SP,EPP
23096,44613450752111,Rápida Logística 23096,Brasília,BA,EPP
23097,37151123489360,Nova Segurança 23097,Belém,PE,EPP
23098,23242573182890,Prime Alimentação 23098,Brasília,BA,EPP
23099,18647786171627,Gamma Construções 23099,Salvador,PE,MEI
23100,40889460294382,Max Limpeza 23100,Salvador,RJ,ME
23101,21378917225220,NORTE TRANSPORTES 23101,Juazeiro,RS,MEI
23102,68761107891024,Top Energia 23102,São Paulo,BA,MÉDIA
23103,59917005435065,Alpha Serviços 23103,Recife,DF,GRANDE
23104,68493954359063,Prime Alimentação 23104,Fortaleza,AM,MÉDIA
23105,14993863537496,Alpha Serviços 23105,Rio de Janeiro,MG,MÉDIA
23106,90909901148615,Alpha Serviços 23106,Curitiba,SP,MEI
23107,84036387288369,Omega Consultoria 23107,Manaus,BA,ME
23108,58875518466737,Sul Engenharia 23108,Manaus,SP,ME
23109,73673177289917,Delta Saúde 23109,Belém,PR,EPP
23110,30944556890372,Norte Transportes 23110,Curitiba,MA,EPP
23111,59043277189329,Prime Alimentação 23111,São Paulo,PE,ME
23112,66873721615219,Alpha Serviços 23112,Juazeiro,PA,EPP
23113,18938357645843,Digital Soluções 23113,Manaus,DF,MÉDIA
23114,64932988864432,Digital Soluções 23114,Curitiba,MA,ME
23115,72440721878491,Max Limpeza 23115,Brasília,CE,GRANDE
23116,97844665104116,Digital Soluções 23116,Salvador,DF,EPP
23117,88182882285235,Sul Engenharia 23117,Juazeiro,RJ,MÉDIA
23118,52571043690113,Top Energia 23118,Recife,GO,ME
23119,68392108183642,Prime Alimentação 23119,Brasília,RJ,EPP
23120,91057610213014,Prime Alimentação 23120,São Paulo,MA,MÉDIA
23121,52793230322731,Digital Soluções 23121,Juazeiro,SC,ME
23122,48126943253411,Gamma Construções 23122,Belo Horizonte,SC,MEI
23123,93294516829446,Prime Alimentação 23123,Fortaleza,SP,GRANDE
23124,84700698996245,Norte Transportes 23124,Sobral,BA,EPP
23125,24059867281595,Max Limpeza 23125,Brasília,SP,ME
23126,90312222729970,Top Energia 23126,Manaus,PA,EPP
23127,37541338571442,Alpha Serviços 23127,Rio de Janeiro,AM,EPP
23128,45315802754257,RÁPIDA LOGÍSTICA 23128,Fortaleza,GO,MÉDIA
23129,48559810324568,Delta Saúde 23129,Manaus,RN,MÉDIA
23130,50464006145071,Beta Tecnologia 23130,Manaus,PA,ME
23131,40163066470197,Central Sistemas 23131,Belo Horizonte,CE,EPP
23132,71645910160475,Gamma Construções 23132,Belém,MA,MEI
23133,36266279778241,Rápida Logística 23133,Recife,RJ,MÉDIA
23134,61226012725026,Delta Saúde 23134,Curitiba,SP,ME
23135,22230776730416,Top Energia 23135,Porto Alegre,RS,ME
23136,83735294489818,Norte Transportes 23136,São Paulo,GO,EPP
23137,78743967906215,Beta Tecnologia 23137,Brasília,MA,EPP
23138,94717061472869,Top Energia 23138,Sobral,RS,MEI
23139,33976316199997,Delta Saúde 23139,Juazeiro,RS,MÉDIA
23140,68832170329441,Central Sistemas 23140,Sobral,SP,ME
23141,78206312373271,Delta Saúde 23141,Juazeiro,PE,MÉDIA
23142,13308760988374,Nova Segurança 23142,Brasília,MG,EPP
23143,40290627609925,Max Limpeza 23143,Manaus,PA,ME
23144,50571378418044,Nova Segurança 23144,Sobral,PE,GRANDE
23145,83190531470610,Alpha Serviços 23145,São Paulo,AM,ME
23146,50778518146752,Alpha Serviços 23146,São Paulo,CE,GRANDE
23147,71143152187915,Rápida Logística 23147,Curitiba,PA,MÉDIA
23148,44228890534115,Sul Engenharia 23148,Manaus,GO,ME
23149,39290875798260,Delta Saúde 23149,Fortaleza,MG,MÉDIA
23150,57001549194181,Rápida Logística 23150,Rio de Janeiro,AM,MÉDIA
23151,63285089486364,Top Energia 23151,Curitiba,GO,MEI
23152,23778853709636,BETA TECNOLOGIA 23152,Manaus,GO,EPP
23153,13696608310442,Rápida Logística 23153,Juazeiro,RJ,EPP
23154,49591353305980,Omega Consultoria 23154,Salvador,RS,MEI
23155,33762266204929,Alpha Serviços 23155,Brasília,PR,MÉDIA
23156,46009015140318,Rápida Logística 23156,Brasília,MG,ME
23157,24149458452294,Delta Saúde 23157,Porto Alegre,PA,GRANDE
23158,62427018173616,Max Limpeza 23158,Brasília,GO,ME
23159,19303716159954,Digital Soluções 23159,Recife,AM,MEI
23160,75745909490946,Rápida Logística 23160,Fortaleza,RN,EPP
23161,63520815416281,Digital Soluções 23161,Sobral,SC,MÉDIA
23162,71768775984917,Norte Transportes 23162,Brasília,BA,EPP
23163,49000610873669,Gamma Construções 23163,São Paulo,AM,MEI
23164,79788340521444,Sul Engenharia 23164,Porto Alegre,SC,MÉDIA
23165,77762623521746,Digital Soluções 23165,Fortaleza,SP,MÉDIA
23166,45794399211179,Delta Saúde 23166,Recife,PE,ME
23167,12609454462069,Norte Transportes 23167,Rio de Janeiro,PA,MÉDIA
23168,23506199372295,Rápida Logística 23168,Recife,SC,MEI
23169,80159240889397,Digital Soluções 23169,Rio de Janeiro,AM,MÉDIA
23170,71326112351094,Sul Engenharia 23170,Porto Alegre,RN,ME
23171,50126656585158,Alpha Serviços 23171,Salvador,AM,EPP
23172,59370514595879,Gamma Construções 23172,Brasília,BA,ME
23173,24091359496961,Gamma Construções 23173,Belém,RJ,EPP
23174,60148624751439,Nova Segurança 23174,Belo Horizonte,MG,MÉDIA
23175,94962562113274,Delta Saúde 23175,Porto Alegre,MG,MEI
23176,25259197642912,Nova Segurança 23176,Belo Horizonte,PR,MÉDIA
23177,30992569452318,Max Limpeza 23177,Belo Horizonte,MG,EPP
23178,39531036670824,Omega Consultoria 23178,Curitiba,AM,EPP
23179,66266444520984,Rápida Logística 23179,Brasília,DF,ME
23180,67399241501483,Rápida Logística 23180,Rio de Janeiro,SP,GRANDE
23181,25483905610330,Sul Engenharia 23181,Rio de Janeiro,BA,MÉDIA
23182,50556178528763,Max Limpeza 23182,Belo Horizonte,SP,MÉDIA
23183,38084739695726,Nova Segurança 23183,Rio de Janeiro,SP,ME
23184,25041329197052,Top Energia 23184,Juazeiro,GO,GRANDE
23185,47111582842940,Digital Soluções 23185,Fortaleza,SC,EPP
23186,62282957968664,Rápida Logística 23186,São Paulo,MG,GRANDE
23187,87077147558526,Max Limpeza 23187,Porto Alegre,PE,MEI
23188,50449809777920,Omega Consultoria 23188,Manaus,MA,GRANDE
23189,53217804566092,DELTA SAÚDE 23189,Juazeiro,RS,MEI
23190,97950944647328,Rápida Logística 23190,Belo Horizonte,PA,EPP
23191,28359408638827,Max Limpeza 23191,São Paulo,DF,MEI
23192,70619229970426,Top Energia 23192,Manaus,BA,MÉDIA
23193,92644878134852,Rápida Logística 23193,Rio de Janeiro,MG,ME
23194,44719931607453,Omega Consultoria 23194,Sobral,MA,ME
23195,59238805208477,SUL ENGENHARIA 23195,Brasília,MA,ME
23196,94958333526986,Top Energia 23196,Juazeiro,RJ,MÉDIA
23197,21036713758838,Alpha Serviços 23197,Manaus,DF,MÉDIA
23198,70266612611313,Sul Engenharia 23198,Recife,RJ,EPP
23199,41596694491282,Digital Soluções 23199,Recife,PA,MÉDIA
23200,19892393953014,Sul Engenharia 23200,Salvador,CE,ME
23201,31779828228189,Sul Engenharia 23201,Belém,PR,EPP
23202,61074021744071,Omega Consultoria 23202,Juazeiro,PE,ME
23203,62825994369521,Digital Soluções 23203,Belo Horizonte,SC,ME
23204,49233082469848,Rápida Logística 23204,Fortaleza,AM,EPP
23205,99581724215567,Delta Saúde 23205,Recife,AM,MEI
23206,24056407632470,Digital Soluções 23206,Curitiba,PE,MEI
23207,13205550514438,Brasil Obras 23207,Belém,CE,EPP
23208,53886257539252,Central Sistemas 23208,Curitiba,MA,ME
23209,67749834280886,Omega Consultoria 23209,Salvador,PE,MEI
23210,85716515512290,Nova Segurança 23210,Curitiba,RN,EPP
23211,34700810284935,Alpha Serviços 23211,Belo Horizonte,SP,ME
23212,80286343224037,Max Limpeza 23212,Belém,AM,MEI
23213,23098491499837,Top Energia 23213,Fortaleza,PA,MÉDIA
23214,83538426789888,Sul Engenharia 23214,Rio de Janeiro,RJ,EPP
23215,47189857578086,Alpha Serviços 23215,Manaus,RN,GRANDE
23216,74162830954197,Top Energia 23216,Curitiba,SP,GRANDE
23217,16787813311573,Brasil Obras 23217,Juazeiro,MA,MEI
23218,18852089176722,Central Sistemas 23218,Porto Alegre,MG,MÉDIA
23219,16455534699034,Gamma Construções 23219,Belo Horizonte,MA,EPP
23220,94835231191450,Max Limpeza 23220,Recife,BA,ME
23221,69667463424173,Top Energia 23221,Brasília,PE,GRANDE
23222,85638240675263,Delta Saúde 23222,Porto Alegre,SC,GRANDE
23223,61782117994079,Beta Tecnologia 23223,Salvador,RS,EPP
23224,15414770795224,Max Limpeza 23224,Brasília,MA,ME
23225,88323041391971,Beta Tecnologia 23225,Brasília,PE,ME
23226,76491358420295,Beta Tecnologia 23226,Salvador,PE,EPP
23227,57221248480353,Gamma Construções 23227,Brasília,PE,EPP
23228,37703332197097,Rápida Logística 23228,Belo Horizonte,SC,EPP
23229,83056877832791,Brasil Obras 23229,Manaus,CE,EPP
23230,65081250985897,Central Sistemas 23230,Porto Alegre,SC,ME
23231,32317089496418,Beta Tecnologia 23231,Sobral,SC,MÉDIA
23232,73201662199977,Gamma Construções 23232,Belo Horizonte,PE,EPP
23233,82386726470066,Prime Alimentação 23233,Juazeiro,PA,ME
23234,95422540780449,Norte Transportes 23234,Juazeiro,CE,MÉDIA
23235,91467675136030,Gamma Construções 23235,Manaus,PE,MÉDIA
23236,39480001427669,Top Energia 23236,Brasília,BA,MÉDIA
23237,81313397147833,Omega Consultoria 23237,São Paulo,PA,MEI
23238,83614296555337,Max Limpeza 23238,Curitiba,DF,ME
23239,49910560645262,Top Energia 23239,Porto Alegre,PR,ME
23240,84630921989281,Rápida Logística 23240,Juazeiro,BA,MEI
23241,19334350479353,Top Energia 23241,Salvador,GO,MEI
23242,66647602962949,Sul Engenharia 23242,Curitiba,DF,ME
23243,41308918909875,Omega Consultoria 23243,Belém,CE,EPP
23244,51284155936236,Prime Alimentação 23244,Salvador,RN,ME
23245,31654667119217,Omega Consultoria 23245,São Paulo,GO,MÉDIA
23246,87807525168178,Omega Consultoria 23246,Salvador,PR,MÉDIA
23247,16569426307241,DIGITAL SOLUÇÕES 23247,Brasília,BA,MÉDIA
23248,29329475213597,Nova Segurança 23248,Juazeiro,GO,MEI
23249,46452324480777,Omega Consultoria 23249,Belo Horizonte,PA,MÉDIA
23250,92259345368350,Beta Tecnologia 23250,Sobral,PA,GRANDE
23251,53147635334521,Brasil Obras 23251,São Paulo,CE,ME
23252,92893375728370,Beta Tecnologia 23252,Sobral,GO,EPP
23253,38590730694322,Sul Engenharia 23253,Salvador,SP,ME
23254,20627491959130,Digital Soluções 23254,Porto Alegre,MG,ME
23255,79266019350368,Rápida Logística 23255,Recife,PA,ME
23256,65085538750694,Rápida Logística 23256,Sobral,SP,ME
23257,48294308879236,Delta Saúde 23257,Sobral,PR,ME
23258,96736462549985,BETA TECNOLOGIA 23258,Belo Horizonte,CE,MEI
23259,84273220671095,PRIME ALIMENTAÇÃO 23259,Juazeiro,BA,MEI
23260,70777490644632,Digital Soluções 23260,Sobral,SC,EPP
23261,43872366105573,Central Sistemas 23261,Manaus,CE,EPP
23262,64614575727265,Delta Saúde 23262,Rio de Janeiro,MA,MEI
23263,32271784999848,Gamma Construções 23263,Curitiba,PE,ME
23264,72956442220563,Prime Alimentação 23264,Belo Horizonte,CE,EPP
23265,93494970786393,Alpha Serviços 23265,Porto Alegre,AM,EPP
23266,38251246693966,Central Sistemas 23266,Rio de Janeiro,CE,GRANDE
23267,32594246394870,Central Sistemas 23267,Rio de Janeiro,RS,GRANDE
23268,23239330459975,Beta Tecnologia 23268,Manaus,BA,ME
23269,85704981630369,Beta Tecnologia 23269,Recife,SP,ME
23270,84291188308070,Delta Saúde 23270,Porto Alegre,PE,ME
23271,76220566835364,Alpha Serviços 23271,Fortaleza,PE,MÉDIA
23272,23945326145464,Digital Soluções 23272,Rio de Janeiro,PE,ME
23273,34915576430651,Sul Engenharia 23273,Sobral,PE,MÉDIA
23274,77185581418861,Gamma Construções 23274,Fortaleza,SP,ME
23275,54809631148771,Beta Tecnologia 23275,Belém,SP,EPP
23276,58019137298676,Brasil Obras 23276,Brasília,RN,EPP
23277,18973394336431,Top Energia 23277,Juazeiro,PE,MÉDIA
23278,68907384990884,Brasil Obras 23278,São Paulo,RN,EPP
23279,22452480158680,BETA TECNOLOGIA 23279,Salvador,RJ,EPP
23280,62022012422788,Delta Saúde 23280,São Paulo,AM,EPP
23281,21377789549733,Sul Engenharia 23281,Belém,DF,EPP
23282,30905786663237,Nova Segurança 23282,Salvador,SC,MÉDIA
23283,62666549610180,Norte Transportes 23283,Curitiba,MG,ME
23284,97838936666035,Central Sistemas 23284,Porto Alegre,MG,ME
23285,61826050534050,Top Energia 23285,Juazeiro,BA,EPP
23286,41037293170431,Gamma Construções 23286,Salvador,DF,GRANDE
23287,63197947163523,Central Sistemas 23287,Belo Horizonte,RJ,MÉDIA
23288,61334920996124,Nova Segurança 23288,Porto Alegre,RJ,MÉDIA
23289,17065007414616,Brasil Obras 23289,Salvador,AM,MEI
23290,90653011808520,Alpha Serviços 23290,Fortaleza,CE,MÉDIA
23291,19104872586846,Max Limpeza 23291,Salvador,MA,MEI
23292,72408353934639,Rápida Logística 23292,Brasília,AM,MEI
23293,80909421399630,Prime Alimentação 23293,Brasília,RJ,ME
23294,97352002325922,Brasil Obras 23294,São Paulo,RJ,MÉDIA
23295,63304322636053,Delta Saúde 23295,Recife,RS,MÉDIA
23296,17852020205077,Brasil Obras 23296,Curitiba,PR,ME
23297,24278260348381,Delta Saúde 23297,Porto Alegre,MA,ME
23298,40451477410291,Top Energia 23298,Rio de Janeiro,BA,MÉDIA
23299,81911101737426,Norte Transportes 23299,Rio de Janeiro,RN,MÉDIA
23300,35608715639484,Alpha Serviços 23300,Manaus,SC,MÉDIA
23301,76933688393742,Nova Segurança 23301,Porto Alegre,RJ,MEI
23302,64771932610121,Alpha Serviços 23302,Sobral,PR,GRANDE
23303,44973269870757,Gamma Construções 23303,Belo Horizonte,SC,MÉDIA
23304,76904500843735,Norte Transportes 23304,Fortaleza,BA,ME
23305,31134303622052,Digital Soluções 23305,Porto Alegre,RS,EPP
23306,91195200264347,Omega Consultoria 23306,Rio de Janeiro,GO,MÉDIA
23307,14375387426962,Rápida Logística 23307,Porto Alegre,PR,MÉDIA
23308,81905239859610,Gamma Construções 23308,Belém,PA,EPP
23309,88492163717627,Norte Transportes 23309,Rio de Janeiro,PA,MEI
23310,29422545799271,Central Sistemas 23310,Belém,RN,ME
23311,28540061494086,Delta Saúde 23311,Rio de Janeiro,CE,ME
23312,11826570560187,Rápida Logística 23312,Rio de Janeiro,RJ,MEI
23313,10356651591859,Max Limpeza 23313,Brasília,PA,MÉDIA
23314,38224111585372,Alpha Serviços 23314,Fortaleza,PA,ME
23315,35532083546257,Sul Engenharia 23315,Recife,MG,MEI
23316,13145373291367,Sul Engenharia 23316,Juazeiro,RN,ME
23317,54012106972485,Gamma Construções 23317,Curitiba,RJ,MEI
23318,29978148997386,Omega Consultoria 23318,São Paulo,MA,MÉDIA
23319,47848894658834,Prime Alimentação 23319,Belém,GO,MÉDIA
23320,17010854313674,Beta Tecnologia 23320,Rio de Janeiro,MA,EPP
23321,61381708497252,DELTA SAÚDE 23321,Juazeiro,RN,MEI
23322,81436056726366,Gamma Construções 23322,Porto Alegre,RJ,MEI
23323,55119137102539,Max Limpeza 23323,Salvador,RS,GRANDE
23324,21366748796641,Delta Saúde 23324,Curitiba,PE,EPP
23325,32048561533652,Norte Transportes 23325,Juazeiro,RN,ME
23326,93891454260883,Max Limpeza 23326,São Paulo,RN,EPP
23327,29426608821357,Top Energia 23327,São Paulo,GO,MEI
23328,73443051183580,Central Sistemas 23328,Porto Alegre,BA,EPP
23329,77122675278517,Alpha Serviços 23329,Recife,SC,GRANDE
23330,75099123182261,Digital Soluções 23330,Rio de Janeiro,SC,MEI
23331,32957736746292,Central Sistemas 23331,Sobral,RJ,ME
23332,85744888774867,Beta Tecnologia 23332,Recife,DF,ME
23333,16898729954991,Digital Soluções 23333,Sobral,RJ,ME
23334,15613732804919,Delta Saúde 23334,Belém,SP,EPP
23335,64327850324721,Nova Segurança 23335,São Paulo,GO,GRANDE
23336,30733599388041,Prime Alimentação 23336,Rio de Janeiro,PA,EPP
23337,37061363516566,Omega Consultoria 23337,Salvador,CE,MEI
23338,51761903629044,Prime Alimentação 23338,São Paulo,GO,MÉDIA
23339,34951689233237,Gamma Construções 23339,Belém,RN,MÉDIA
23340,27298360566568,GAMMA CONSTRUÇÕES 23340,Recife,RN,MÉDIA
23341,86086592365221,Prime Alimentação 23341,Curitiba,BA,GRANDE
23342,83383695753038,Norte Transportes 23342,Sobral,RN,MÉDIA
23343,99610679677476,ALPHA SERVIÇOS 23343,Curitiba,PR,EPP
23344,41616968497341,Beta Tecnologia 23344,Brasília,SP,EPP
23345,75850710833386,Max Limpeza 23345,Rio de Janeiro,RJ,MEI
23346,39907052791570,Beta Tecnologia 23346,Porto Alegre,RS,EPP
23347,11148175815421,Sul Engenharia 23347,Sobral,PR,ME
23348,21570475196458,Prime Alimentação 23348,Curitiba,SP,MÉDIA
23349,12864335554073,Prime Alimentação 23349,Brasília,MG,EPP
23350,58195261340639,Alpha Serviços 23350,Recife,GO,ME
23351,74976093405569,Nova Segurança 23351,Fortaleza,PA,EPP
23352,71884481571143,Top Energia 23352,Salvador,PR,ME
23353,15374280769937,Gamma Construções 23353,Porto Alegre,CE,ME
23354,50930494124476,Top Energia 23354,Sobral,RS,ME
23355,91901820890537,Rápida Logística 23355,Rio de Janeiro,PR,MÉDIA
23356,18009073185443,Norte Transportes 23356,Porto Alegre,SC,MEI
23357,10226630261064,Norte Transportes 23357,Salvador,AM,EPP
23358,13772394658887,Alpha Serviços 23358,Belo Horizonte,DF,MEI
23359,99543275974435,Gamma Construções 23359,Salvador,MA,ME
23360,68110179141831,Rápida Logística 23360,Recife,AM,ME
23361,80144411284437,Beta Tecnologia 23361,São Paulo,RN,GRANDE
23362,46939429397575,Max Limpeza 23362,Sobral,PR,EPP
23363,91696089584561,Delta Saúde 23363,Curitiba,CE,EPP
23364,46031467509094,Alpha Serviços 23364,Brasília,SC,MÉDIA
23365,44669435338711,Sul Engenharia 23365,São Paulo,SP,EPP
23366,11933012791830,Alpha Serviços 23366,São Paulo,SP,MEI
23367,76634527139780,Nova Segurança 23367,Sobral,MG,EPP
23368,46697260834283,Alpha Serviços 23368,São Paulo,RJ,MÉDIA
23369,61342472977594,Digital Soluções 23369,Rio de Janeiro,RN,GRANDE
23370,73028882542892,Sul Engenharia 23370,Brasília,SC,MEI
23371,97254379467638,Brasil Obras 23371,Brasília,RN,MEI
23372,37243853941623,Nova Segurança 23372,Manaus,SC,MÉDIA
23373,10284828550794,Beta Tecnologia 23373,Belo Horizonte,SC,MEI
23374,39424424554019,Digital Soluções 23374,Sobral,SP,MEI
23375,83832406938666,Delta Saúde 23375,Belém,AM,EPP
23376,21133342188075,Brasil Obras 23376,Sobral,RS,ME
23377,21552039161289,Max Limpeza 23377,Fortaleza,RS,GRANDE
23378,57440481635470,Alpha Serviços 23378,Porto Alegre,RN,MEI
23379,41016896311056,Nova Segurança 23379,Fortaleza,MA,EPP
23380,16808468365662,Prime Alimentação 23380,Recife,SC,MEI
23381,94869775642576,Beta Tecnologia 23381,Manaus,SP,MÉDIA
23382,38078424151343,Alpha Serviços 23382,Belém,AM,GRANDE
23383,72201823141087,Max Limpeza 23383,Juazeiro,PA,MÉDIA
23384,36620972718888,Digital Soluções 23384,Juazeiro,SP,ME
23385,65029728254132,Rápida Logística 23385,Juazeiro,RS,MEI
23386,52124670981070,Central Sistemas 23386,Belo Horizonte,BA,MEI
23387,65489252822522,Rápida Logística 23387,Brasília,PR,EPP
23388,17303425624962,Nova Segurança 23388,Juazeiro,PA,EPP
23389,33168236664423,Max Limpeza 23389,Juazeiro,SC,EPP
23390,27764322904412,Sul Engenharia 23390,Belo Horizonte,RJ,GRANDE
23391,60200214859873,Omega Consultoria 23391,Recife,RS,MEI
23392,49606284382915,Max Limpeza 23392,São Paulo,DF,MÉDIA
23393,21184899620157,Nova Segurança 23393,Fortaleza,PA,EPP
23394,43922166363117,Sul Engenharia 23394,Belém,SP,EPP
23395,35840010931239,Central Sistemas 23395,Manaus,MG,MEI
23396,20414855617321,Rápida Logística 23396,Salvador,BA,ME
23397,75517800196292,Top Energia 23397,Recife,SP,ME
23398,67180187922874,Delta Saúde 23398,Rio de Janeiro,PE,MÉDIA
23399,96926468556511,Max Limpeza 23399,Belo Horizonte,GO,EPP
23400,15701566264919,Central Sistemas 23400,Brasília,GO,ME
23401,82707217950065,Nova Segurança 23401,Rio de Janeiro,AM,MÉDIA
23402,27042881981137,Omega Consultoria 23402,Brasília,BA,ME
23403,89396617718648,Norte Transportes 23403,Rio de Janeiro,RS,EPP
23404,81265204697491,Max Limpeza 23404,Juazeiro,MA,MEI
23405,64693213455618,Central Sistemas 23405,São Paulo,GO,EPP
23406,99306279802119,CENTRAL SISTEMAS 23406,Salvador,PR,GRANDE
23407,64613490843772,Rápida Logística 23407,Belém,RS,GRANDE
23408,34489553224393,Rápida Logística 23408,Curitiba,MG,EPP
23409,43331212882151,Gamma Construções 23409,São Paulo,PA,EPP
23410,78604353318663,Central Sistemas 23410,Sobral,PE,ME
23411,60424250292970,Prime Alimentação 23411,São Paulo,DF,MÉDIA
23412,51573281688113,Rápida Logística 23412,Belo Horizonte,SC,MEI
23413,21064361738398,Norte Transportes 23413,Belo Horizonte,RN,GRANDE
23414,20429133122832,Delta Saúde 23414,Juazeiro,BA,EPP
23415,13842315320571,Gamma Construções 23415,São Paulo,GO,ME
23416,80915378667745,Omega Consultoria 23416,Juazeiro,DF,EPP
23417,23943638581095,Max Limpeza 23417,São Paulo,DF,MÉDIA
23418,28775669588239,Top Energia 23418,Brasília,MA,MÉDIA
23419,42204122560625,Gamma Construções 23419,São Paulo,RS,MEI
23420,27478349136971,Sul Engenharia 23420,Juazeiro,PR,EPP
23421,91803578504265,Omega Consultoria 23421,Sobral,SC,EPP
23422,98528536783231,Rápida Logística 23422,Fortaleza,BA,EPP
23423,79820636456495,Gamma Construções 23423,Manaus,SP,MEI
23424,93219658137388,Norte Transportes 23424,Porto Alegre,MA,MEI
23425,31621405535776,Top Energia 23425,Juazeiro,PR,MÉDIA
23426,21123420114346,Alpha Serviços 23426,São Paulo,DF,MEI
23427,62350290628594,Sul Engenharia 23427,Fortaleza,MG,ME
23428,32880622740927,Brasil Obras 23428,Fortaleza,RJ,ME
23429,50489467578248,Omega Consultoria 23429,Brasília,RN,MÉDIA
23430,25842159271387,Gamma Construções 23430,Rio de Janeiro,RJ,ME
23431,95548417166830,Alpha Serviços 23431,Belo Horizonte,MA,ME
23432,98866059205057,Central Sistemas 23432,Brasília,GO,GRANDE
23433,36051653985176,Sul Engenharia 23433,Rio de Janeiro,PR,MÉDIA
23434,77636443159023,Top Energia 23434,Belém,PE,MEI
23435,81531602304648,Rápida Logística 23435,Salvador,SP,EPP
23436,19625221119974,Prime Alimentação 23436,Juazeiro,PE,EPP
23437,25970516251785,Digital Soluções 23437,Recife,PE,EPP
23438,74312171292486,Delta Saúde 23438,Rio de Janeiro,SP,ME
23439,97338354470550,Sul Engenharia 23439,Belo Horizonte,RN,MÉDIA
23440,69493375232389,Gamma Construções 23440,Curitiba,MA,ME
23441,21264329777761,Digital Soluções 23441,Manaus,SP,MÉDIA
23442,21768455497636,Max Limpeza 23442,Salvador,SC,MEI
23443,94358405582042,Norte Transportes 23443,Brasília,MA,ME
23444,33784221228455,Delta Saúde 23444,Rio de Janeiro,SP,ME
